codigo,nombre,poblacion,superficie_km2,densidad_pobl,urbano,analfabetismo,fin_secundaria_inmediata,fin_secundaria_adultos,participacion_mujeres,agua_mejorada,saneamiento_mejorado,electricidad,desempleo_adulto,desempleo_joven,tics_internet,tics_celular,hogares
ARG067420742,San Cayetano,8918,2997,2.9843,0,0.011543134872417983,0.47435897435897434,0.3846547314578005,0.5916030534351145,0.8328267477203647,0.8135764944275582,0.9976359338061466,0.04106722469264975,0.09983361064891846,,0.8885511651469098,2968
ARG067490749,San Fernando,171099,993,172.8258,0.9886244106916182,0.014129963551116748,0.5081544057256835,0.5080812479188546,0.6738674033149171,0.9730686738699365,0.8740844158471934,0.9986038606288697,0.05955719557195572,0.1178803842578246,,0.8510177653676501,49491
ARG067560756,San Isidro,295978,52,5716.9615,0.9999999999953533,0.007350040927810129,0.7229770992366412,0.7437294314916474,0.7253696310710775,0.9888861573761087,0.9280621965460021,0.9997131911580932,0.06190827331024584,0.14208165265578468,,0.8787822916026469,97737
ARG067600760,San Miguel,327650,83,3961.8675,1,0.011755015020835351,0.533772874058127,0.4949570357730514,0.6315243915606712,0.4268949261878179,0.7625604763676963,0.9982260265475748,0.06300747723588775,0.12079166810836996,,0.88036223793574,80667
ARG067630763,San Nicolás,166657,681,246.4376,0.9285748158501097,0.01407842925724149,0.5548617305976806,0.5285553177953849,0.558296198665244,0.9829391667036429,0.8179881971868482,0.9978257975773173,0.07174810736407433,0.16372933978632087,,0.8620712605936903,45139
ARG067700770,San Pedro,68353,1357,50.5623,0,0.021924397020710265,0.39261137269105395,0.37932753134225355,0.5889016581842063,0.9309690363863131,0.8006073423350144,0.9882327422590965,0.07312178127840048,0.15172289373985207,,0.837156336424272,18479
ARG067780778,San Vicente,97929,661,148.5855,0.9984816101050813,0.016161323781267337,0.4370118845500849,0.41020914835991573,0.5723515591627509,0.5181701332086935,0.7089273194671653,0.9964360831970086,0.07303370786516854,0.13505547850208044,,0.8732180415985044,17121
ARG067840784,Suipacha,11736,943,12.4984,0,0.013916767027967349,0.425764192139738,0.4072743601257297,0.5727243278263686,0.7784019975031211,0.6410736579275905,0.9946941323345817,0.04206757663906914,0.08102345415778252,,0.8879525593008739,3212
ARG067910791,Tandil,144678,4855,29.9846,0.8944961969261005,0.006990609938507562,0.6430918208542279,0.5720507672938855,0.6553736584400811,0.932267408179817,0.837863515235778,0.9982620785540494,0.06161462427455637,0.13151948785539447,,0.8967674661105318,43356
ARG067980798,Tapalqué,10695,4169,2.5865,0,0.019281719163968206,0.46745562130177515,0.36081713019936007,0.5857755539671193,0.7129307619348719,0.7024976288333861,0.9914638001896933,0.0343186372745491,0.09204368174726989,,0.8887132469174834,3170
ARG068050805,Tigre,446291,394,1134.3883,0.9905636800147667,0.011400037341162775,0.46611515915192026,0.49094794225527477,0.6504761904761904,0.6567594451710353,0.6470425700443937,0.999465802125739,0.06350010348245701,0.12775166626835552,,0.8780002578886289,108630
ARG068120812,Tordillo,2528,1334,1.9055,0,0.021919879062736205,0.49473684210526314,0.33462033462033464,0.5583941605839416,0.474910394265233,0.6326164874551972,0.9695340501792116,0.038510911424903725,0.10555555555555556,,0.910394265232975,563
ARG068190819,Tornquist,14591,4160,3.5601,0,0.011842633480529908,0.45394736842105265,0.47403910991233983,0.6428210313447927,0.8532393124724548,0.8223887174966946,0.9962538563243719,0.043183322303110526,0.11075612353567625,,0.8854120758043191,4565
ARG068260826,Trenque Lauquen,49128,5498,8.9685,0,0.012431842966194111,0.421301775147929,0.4715710596931801,0.6560315335415737,0.8734761347200221,0.9029547489496522,0.9985536193952752,0.03775416120735672,0.09052690582959641,,0.8923479578483366,14538
ARG068330833,Tres Arroyos,61889,5927,10.5325,0,0.008940174770333856,0.4485183324962331,0.4926316591142759,0.6137295081967213,0.8826639000049404,0.7803468208092486,0.9981720270737612,0.04961036957024921,0.10009578544061302,,0.8891853169309817,20301
ARG068400840,Tres de Febrero,362319,45,8092.8,1,0.010284302518529444,0.5700860879279753,0.5604067739631046,0.6684141546526867,0.9522114490636207,0.9086022933545843,0.9993181918802851,0.059264656229452845,0.12295271812857757,,0.8463186788860849,113035
ARG068470847,Tres Lomas,9090,1252,7.3195,0,0.0125,0.43567251461988304,0.4136567360928025,0.6237211064797271,0.8873531444367657,0.7052522460262612,0.9961990324809953,0.03733060598312452,0.08615384615384615,,0.8928818244644091,2901
ARG068540854,25 de Mayo,35411,4789,7.4448,0,0.019190776752161697,0.4030188679245283,0.3801139637620846,0.5804775792927451,0.8386759020618557,0.6203286082474226,0.9943621134020618,0.04180892868646525,0.09127272727272727,,0.8734697164948454,12447
ARG068610861,Vicente López,280541,35,8065.1714,0.9999999999483572,0.0038531430127738612,0.754957264957265,0.8032341460199351,0.749421859128142,0.9986174324610712,0.982753226831902,0.9998788991936705,0.04441918998250005,0.10745053488592256,,0.8713606684764509,99213
ARG068680868,Villa Gesell,37325,164,228.4329,0,0.01060612514375772,0.4731420161883738,0.5014225714672809,0.6194797338173019,0.9038943512627724,0.7992095623674571,0.9988432620011567,0.0607213203830741,0.13378684807256236,,0.8461538461538461,10508
ARG068750875,Villarino,32552,10399,3.1462,0.003890632787963438,0.027478400285027165,0.32465753424657534,0.2970467289719626,0.5409245122985581,0.8405460060667341,0.6517694641051567,0.9887765419615774,0.09333031537649011,0.16170525542080116,,0.901314459049545,9907
ARG068820882,Zárate,131415,1185,111.5789,0.8142339710582263,0.013812416935636986,0.499809958190802,0.4685714285714286,0.5425645342312009,0.9551777888885621,0.7289197376547748,0.9964118702391106,0.05410697516433895,0.1149087859089956,,0.8736507749772066,34037
ARG6,Buenos Aires,17523996,305907,57.28537104414087,,0.01332197208152954,0.5097883542060118,0.4785155212894601,0.6256227340408581,0.7580050984057459,0.7609282873816963,0.9979170790745692,0.06585086427077264,0.13483810110630287,,0.8614864893082991,4796105
